idx	X	Y	component
0	1000	1061.292248291046	0
1	17493.19833015831	1039.167310093884	0
2	17493.1983272164	1039.167310095569	0
3	17806.90843073618	1027.029769678255	0
4	17806.90843073718	1027.029769678255	0
5	28066.72174393689	1033.106828799163	0
6	25753.80059863444	1028.490329217021	0
7	25815.80059863444	1036.684798037697	0
8	28066.72175045119	1033.106828908518	0
9	28136.65487855197	1038.144436879648	0
10	28136.65487272531	1038.144436343029	0
11	28198.707390429	1040.342217090301	0
12	28198.70744576136	1040.342218634675	0
13	28475.2100791623	1037.556040924503	0
14	28475.21011192002	1037.556040468728	0
15	28539.27481742504	1040.707466320308	0
16	28539.2748199343	1040.707466333766	0
17	28892.18966765552	1035.107365353738	0
18	28892.18970887956	1035.107366610018	0
19	28954.21800232971	1039.837093056996	0
20	28954.21799459075	1039.837092176854	0
21	66435.50917414986	1032.576730337825	0
22	66435.50921883136	1032.576731633563	0
23	66491.6744944806	1035.348049214089	0
24	66491.67458178816	1035.348047875052	0
25	70426.36161100016	1047.055067028431	0
26	68044.80059863444	1025.286907400022	0
27	68101.80059863444	1040.79206239691	0
28	70426.36160327836	1047.055067065033	0
29	106121.8550942443	1034.691986705537	0
30	103633.8005986344	1037.44916181258	0
31	103668.8005986344	1053.814804413454	0
32	103668.8005986344	1053.936670071155	0
33	103676.8005986344	1022.525040003611	0
34	103676.8005986344	1036.556038691916	0
35	103921.8005986344	1035.508519087234	0
36	103921.8005986344	1028.196799738779	0
37	104077.8005986344	1013.270427967928	0
38	104077.8005986344	1029.34103893453	0
39	104161.8005986344	1033.048299106824	0
40	104161.8005986344	1033.821490472166	0
41	104234.8005986344	1048.611520989471	0
42	104234.8005986344	1051.733796399686	0
43	104406.8005986344	1009.856327952601	0
44	104406.8005986344	1025.738825693084	0
45	104497.8005986344	1037.410624246676	0
46	104497.8005986344	1052.563034343461	0
47	104508.8005986344	1025.469861386792	0
48	104508.8005986344	1047.823444894714	0
49	104539.8005986344	1022.689904542174	0
50	106121.8551419018	1034.691986710766	0
51	171601.6431009588	1039.064929565837	0
52	171601.6431381978	1039.064929567407	0
53	180413.8949598644	1034.930047597468	0
54	180413.8951011661	1034.930047592761	0
55	287227.8742386202	1045.104990904071	0
56	287227.8744394225	1045.104990942823	0
57	287245.9895622248	1044.893309873604	0
58	287245.9895631922	1044.893309885061	0
59	287550.6478178466	1041.480322771207	0
60	287550.6479769787	1041.480321831864	0
61	287570.7694885882	1041.42861994802	0
62	287570.7695054446	1041.428619936209	0
63	292126.0753350885	1045.430592912738	0
64	292126.0753818973	1045.430593092778	0
65	292980.5809245384	1037.638677080337	0
66	292980.5808858973	1037.638677094561	0
67	302462.4904224928	1036.587607052138	0
68	302462.4906374625	1036.587608046431	0
69	302466.5253463213	1036.625009170609	0
70	302466.52526542	1036.625009340256	0
71	302526.0536533882	1037.676413288555	0
72	302526.0538423488	1037.6764133912	0
73	302529.0856386317	1037.639308470076	0
74	302529.0855951873	1037.639307986805	0
75	315171.7082252707	1038.936149500761	0
76	312213.8005986345	1058.187937579332	0
77	313731.8005986345	1031.274167262166	0
78	315171.7084029434	1038.936149525704	0
79	408957.0737834724	1022.264341964179	0
80	406195.8005986345	1022.538647624203	0
81	406852.8005986345	1025.120703716632	0
82	408957.0740245094	1022.264338295994	0
83	408973.2668429379	1021.043563436324	0
84	406868.8005986345	1031.224889674332	0
85	407062.8005986345	1024.218428873496	0
86	407062.8005986345	1042.147774935706	0
87	407352.8005986345	1039.149409817391	0
88	407352.8005986345	1027.775892211869	0
89	407512.8005986345	1048.687286592376	0
90	407512.8005986345	1044.899748490585	0
91	407647.8005986345	1060.244276864539	0
92	407647.8005986345	1041.294929599563	0
93	407648.8005986345	1049.802354252495	0
94	407648.8005986345	1052.511308126343	0
95	407780.8005986345	1022.457300579955	0
96	407780.8005986345	1032.926076261482	0
97	407952.8005986345	1046.900400581259	0
98	408973.2667618234	1021.043570730986	0
99	446438.035674097	1030.622306232989	0
100	446438.0363679024	1030.622306590852	0
101	446565.0246351805	1030.187489274469	0
102	446565.0248085723	1030.187489600518	0
103	452809.3452298233	1035.817759452558	0
104	451052.8005986345	1041.398677962845	0
105	451081.8005986345	1044.612024588486	0
106	451081.8005986345	1051.585105693327	0
107	451096.8005986345	1067.306694532456	0
108	451096.8005986345	1021.466479145203	0
109	451108.8005986345	1032.756040179173	0
110	451108.8005986345	1026.770529048235	0
111	451115.8005986345	1064.653593127623	0
112	451115.8005986345	1020.404039285004	0
113	451119.8005986345	1040.823394988598	0
114	451119.8005986345	1022.594289674773	0
115	451131.8005986345	1033.0154418553	0
116	451131.8005986345	1047.040380596211	0
117	451134.8005986345	1032.805680669313	0
118	451134.8005986345	1027.141160918121	0
119	451413.8005986345	1030.208061208776	0
120	451413.8005986345	1021.702851178083	0
121	451682.8005986345	1026.484784229446	0
122	451682.8005986345	1040.13057356539	0
123	451714.8005986345	1000	0
124	452809.3450437682	1035.817759378718	0
125	463017.4327379341	1033.189725406372	0
126	461744.8005986345	1046.143223031638	0
127	461764.8005986345	1032.656096082036	0
128	461764.8005986345	1040.904066153811	0
129	464344.8005986345	1024.095847778317	0
130	464344.8005986345	1031.087887153769	0
131	466918.8005986345	1049.417579131414	0
132	466918.8005986345	1034.038354391625	0
133	467019.8005986345	1028.10637390222	0
134	463017.4334523224	1033.189725524765	0
135	502892.1752968237	1043.296577751299	0
136	502892.1754829876	1043.296577126617	0
137	503208.290215836	1040.195926377711	0
138	503208.2905917677	1040.195927073801	0
139	540792.8286319174	1046.370620104106	0
140	543191.8005986344	1041.312787732338	0
141	543324.8005986344	1063.002346320649	0
142	543324.8005986344	1051.037811818629	0
143	543335.8005986344	1045.423825637217	0
144	543335.8005986344	1033.045017075936	0
145	544839.8005986344	1014.447959384319	0
146	544839.8005986344	1062.665420009022	0
147	546398.8005986344	1036.950701442238	0
148	546398.8005986344	1041.290361685329	0
149	547911.8005986344	1005.956113178058	0
150	547911.8005986344	1021.444248043018	0
151	547958.8005986344	1008.105811784083	0
152	547958.8005986344	1047.872347084505	0
153	547967.8005986344	1011.897150120666	0
154	540792.8285620277	1046.370620092811	0
155	643093.1852309405	1033.665421798561	0
156	648069.8005986344	1053.211116634467	0
157	648084.8005986344	1025.032118935638	0
158	648084.8005986344	1042.65426458846	0
159	648147.8005986344	1055.823544743367	0
160	648147.8005986344	1040.934747133877	0
161	648207.8005986344	1039.557364452692	0
162	643093.1850880937	1033.665421810386	0
163	643145.0325466235	1033.388395818214	0
164	648258.8005986344	1031.503250219468	0
165	648334.8005986344	1032.079993710351	0
166	643145.0328452556	1033.388396161544	0
167	690960.1301442171	1053.058998350684	0
168	690960.1300599141	1053.058998223456	0
169	691285.5971691736	1054.084732718727	0
170	691285.5971176644	1054.084732740195	0
171	767454.5965403717	1038.009547975224	0
172	767454.5965478109	1038.009546915431	0
173	767503.8847025239	1034.655660598373	0
174	771212.8005986344	1050.890049122104	0
175	771480.8005986344	1063.865866977042	0
176	767503.8846464145	1034.655660599603	0
177	767508.9217059177	1034.418998319454	0
178	767508.9217834647	1034.418998386171	0
179	767599.3935081441	1029.364972902004	0
180	767599.3933610601	1029.364976869	0
181	767662.6755209829	1026.896228004456	0
182	767662.6753880793	1026.896228464638	0
183	767807.2762230256	1030.199207396095	0
184	771782.8005986344	1047.177051064333	0
185	771899.8005986344	1015.352786425435	0
186	767807.2762230266	1030.199207396103	0
187	767843.2400855086	1033.290395042176	0
188	771935.8005986344	1042.207988532314	0
189	772345.8005986344	1027.25237446601	0
190	767843.2400859977	1033.29039528713	0
191	767987.5987572483	1037.262590340153	0
192	772489.8005986344	1023.245587875957	0
193	772650.8005986344	1006.032155239298	0
194	767987.5987091289	1037.262590293037	0
195	768014.4559772101	1034.387209428121	0
196	772677.8005986344	1038.85691849162	0
197	772691.8005986344	1055.994684739931	0
198	772691.8005986344	1017.950307126523	0
199	773019.8005986344	1052.753451944622	0
200	773019.8005986344	1041.790366888814	0
201	775048.8005986344	1024.891810495582	0
202	775048.8005986344	1024.379398673752	0
